"station_id";"name";"lat";"lon";"last_reported";"num_bikes_available";"num_docks_available";"LedigeSykler";"LedigDock"
"593";"Bjølsen mølle / Sandakerveien 51";59,9392403070359;10,768771317791;2020-03-19 19:08:26;2;28;"Vis ledige sykler";"Vis ledige låser"
"594";"Kampen park Øst / Kampen park øst";59,915182;10,782129;2020-03-19 19:08:26;0;21;"";"Vis ledige låser"
"595";"Skarpsnoparken";59,914871;10,701037;2020-03-19 19:08:26;0;24;"";"Vis ledige låser"
"596";"Idioten / Ullevålsveien 79";59,9310201321846;10,736036647971;2020-03-19 19:08:26;0;18;"";"Vis ledige låser"
"597";"Fredensborg / Fredensborgveien 64";59,920995;10,750358;2020-03-19 19:08:26;9;6;"Vis ledige sykler";"Vis ledige låser"
"598";"Sofienbergparken nord / Helgesens gate 58";59,923229;10,766171;2020-03-19 19:08:26;4;29;"Vis ledige sykler";"Vis ledige låser"
"599";"Paléhaven / Palehaven";59,910331;10,75011;2020-03-19 19:08:26;5;43;"Vis ledige sykler";"Vis ledige låser"
"600";"Dyvekes bru / St Halvards gate 13B";59,905323;10,7689579;2020-03-19 19:08:26;5;19;"Vis ledige sykler";"Vis ledige låser"
"601";"Rolf Wickstrøms vei / Rolf Wickstrøms vei, Bergrådveien 13";59,9534114;10,7577241;2020-03-19 19:08:26;4;16;"Vis ledige sykler";"Vis ledige låser"
"602";"Jarlsborgveien / Jarlsborgveien- Hoffsveien";59,9304645;10,6757833;2020-03-19 19:08:26;8;10;"Vis ledige sykler";"Vis ledige låser"
